"Sample","Abundance","Phenotype"
"M5_1_MSS",10668.40418,"MSS"
"M5_2_MSS",20444.64144,"MSS"
"T49_1_MSS",36495.94386,"MSS"
"T49_2_MSS",32185.44587,"MSS"
"M42_1_PD",25673.93672,"PD"
"M42_2_PD",49135.15682,"PD"
"M43_1_PD",53169.09047,"PD"
"M43_2_PD",42291.54063,"PD"
"M64_1_PD",65233.38893,"PD"
"M64_2_PD",61403.69737,"PD"
"M1_1_MSS",163092.3733,"MSS"
"M1_2_MSS",101727.3874,"MSS"
"M5_1_MSS",63359.37941,"MSS"
"M5_2_MSS",73885.72176,"MSS"
"T49_1_MSS",88821.71274,"MSS"
"T49_2_MSS",108331.8389,"MSS"
"M42_1_PD",93770.54778,"PD"
"M42_2_PD",95758.31963,"PD"
"M43_1_PD",109154.7023,"PD"
"M43_2_PD",151538.7424,"PD"
"M64_1_PD",108406.6408,"PD"
"M64_2_PD",102545.8589,"PD"
"M1_1_MSS",26949.46873,"MSS"
"M1_2_MSS",29587.72263,"MSS"
"M5_1_MSS",13548.0485,"MSS"
"M5_2_MSS",30767.77431,"MSS"
"T49_1_MSS",51946.78864,"MSS"
"T49_2_MSS",45700.436,"MSS"
"M42_1_PD",38617.45326,"PD"
"M42_2_PD",32210.00809,"PD"
"M43_1_PD",12880.75174,"PD"
"M43_2_PD",8006.477599,"PD"
"M64_1_PD",58486.49762,"PD"
"M64_2_PD",56691.64824,"PD"
"M1_1_MSS",9790.12321,"MSS"
"M1_2_MSS",9251.778383,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",4575.351095,"MSS"
"T49_1_MSS",5975.437874,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",2107.840173,"PD"
"M42_2_PD",1349.235589,"PD"
"M43_1_PD",50253.01034,"PD"
"M43_2_PD",55329.17306,"PD"
"M64_1_PD",3283.588873,"PD"
"M64_2_PD",2384.460489,"PD"
"M1_1_MSS",20696.13327,"MSS"
"M1_2_MSS",20554.87811,"MSS"
"M5_1_MSS",30659.20122,"MSS"
"M5_2_MSS",39420.23779,"MSS"
"T49_1_MSS",126928.6832,"MSS"
"T49_2_MSS",73220.89859,"MSS"
"M42_1_PD",24589.35935,"PD"
"M42_2_PD",35307.32444,"PD"
"M43_1_PD",28241.63612,"PD"
"M43_2_PD",25913.73365,"PD"
"M64_1_PD",35275.90237,"PD"
"M64_2_PD",28018.41366,"PD"
"M1_1_MSS",42811.70421,"MSS"
"M1_2_MSS",41719.52746,"MSS"
"M5_1_MSS",6007.631908,"MSS"
"M5_2_MSS",15992.35817,"MSS"
"T49_1_MSS",199356.4261,"MSS"
"T49_2_MSS",227080.5567,"MSS"
"M42_1_PD",14825.72505,"PD"
"M42_2_PD",9285.903302,"PD"
"M43_1_PD",460191.5195,"PD"
"M43_2_PD",487722.3803,"PD"
"M64_1_PD",176806.6673,"PD"
"M64_2_PD",153505.1243,"PD"
"M1_1_MSS",175375.3208,"MSS"
"M1_2_MSS",167718.6431,"MSS"
"M5_1_MSS",146034.6508,"MSS"
"M5_2_MSS",212049.2328,"MSS"
"T49_1_MSS",772803.273,"MSS"
"T49_2_MSS",942751.1539,"MSS"
"M42_1_PD",833704.1244,"PD"
"M42_2_PD",946507.3686,"PD"
"M43_1_PD",404247.7987,"PD"
"M43_2_PD",320296.6999,"PD"
"M64_1_PD",1871597.608,"PD"
"M64_2_PD",1111027.592,"PD"
"M1_1_MSS",27124.06231,"MSS"
"M1_2_MSS",23279.93669,"MSS"
"M5_1_MSS",2925.976133,"MSS"
"M5_2_MSS",4606.692989,"MSS"
"T49_1_MSS",28595.89207,"MSS"
"T49_2_MSS",17470.57611,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",37996.15479,"PD"
"M43_2_PD",27201.29008,"PD"
"M64_1_PD",7436.531062,"PD"
"M64_2_PD",2978.185191,"PD"
"M1_1_MSS",75605.51013,"MSS"
"M1_2_MSS",70080.7628,"MSS"
"M5_1_MSS",39342.98835,"MSS"
"M5_2_MSS",84714.39222,"MSS"
"T49_1_MSS",75594.63541,"MSS"
"T49_2_MSS",53954.51506,"MSS"
"M42_1_PD",68612.60148,"PD"
"M42_2_PD",84912.07253,"PD"
"M43_1_PD",146807.7317,"PD"
"M43_2_PD",188801.6755,"PD"
"M64_1_PD",147540.2235,"PD"
"M64_2_PD",123422.0037,"PD"
"M1_1_MSS",4243.916891,"MSS"
"M1_2_MSS",798.0114821,"MSS"
"M5_1_MSS",9305.851116,"MSS"
"M5_2_MSS",15363.26634,"MSS"
"T49_1_MSS",27371.14382,"MSS"
"T49_2_MSS",16408.53077,"MSS"
"M42_1_PD",41474.0989,"PD"
"M42_2_PD",43955.38937,"PD"
"M43_1_PD",43999.72382,"PD"
"M43_2_PD",55230.67516,"PD"
"M64_1_PD",57045.0903,"PD"
"M64_2_PD",46030.97835,"PD"
"M1_1_MSS",296670.5455,"MSS"
"M1_2_MSS",245242.0512,"MSS"
"M5_1_MSS",276677.4412,"MSS"
"M5_2_MSS",286587.7833,"MSS"
"T49_1_MSS",312753.3123,"MSS"
"T49_2_MSS",348075.2488,"MSS"
"M42_1_PD",240400.7222,"PD"
"M42_2_PD",125499.5589,"PD"
"M43_1_PD",305198.0384,"PD"
"M43_2_PD",340318.115,"PD"
"M64_1_PD",256748.9959,"PD"
"M64_2_PD",276606.6576,"PD"
"M1_1_MSS",414181.8129,"MSS"
"M1_2_MSS",308252.7875,"MSS"
"M5_1_MSS",485782.3227,"MSS"
"M5_2_MSS",527226.0022,"MSS"
"T49_1_MSS",777491.4389,"MSS"
"T49_2_MSS",624534.9068,"MSS"
"M42_1_PD",629635.2288,"PD"
"M42_2_PD",432219.1033,"PD"
"M43_1_PD",88601.26154,"PD"
"M43_2_PD",29579.53135,"PD"
"M64_1_PD",939014.0756,"PD"
"M64_2_PD",933800.521,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",0,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",2310.146183,"PD"
"M43_2_PD",2744.954822,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",1371.770691,"MSS"
"M1_2_MSS",5073.184428,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",13085.23715,"MSS"
"T49_2_MSS",12284.50861,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",101773.5244,"PD"
"M43_2_PD",108465.687,"PD"
"M64_1_PD",21782.88856,"PD"
"M64_2_PD",3624.493279,"PD"
"M1_1_MSS",15620.74084,"MSS"
"M1_2_MSS",12829.2667,"MSS"
"M5_1_MSS",1745.666247,"MSS"
"M5_2_MSS",13107.86116,"MSS"
"T49_1_MSS",31197.48788,"MSS"
"T49_2_MSS",38879.02981,"MSS"
"M42_1_PD",1695.673938,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",163738.6347,"PD"
"M43_2_PD",142899.4392,"PD"
"M64_1_PD",15619.14461,"PD"
"M64_2_PD",13959.11928,"PD"
"M1_1_MSS",90371.68173,"MSS"
"M1_2_MSS",67673.89422,"MSS"
"M5_1_MSS",70001.06931,"MSS"
"M5_2_MSS",88497.32108,"MSS"
"T49_1_MSS",296428.2295,"MSS"
"T49_2_MSS",218912.6662,"MSS"
"M42_1_PD",196605.6049,"PD"
"M42_2_PD",120308.16,"PD"
"M43_1_PD",42744.74965,"PD"
"M43_2_PD",32900.24021,"PD"
"M64_1_PD",177430.9103,"PD"
"M64_2_PD",124498.651,"PD"
"M1_1_MSS",250024.0974,"MSS"
"M1_2_MSS",284267.6812,"MSS"
"M5_1_MSS",236572.42,"MSS"
"M5_2_MSS",255148.3403,"MSS"
"T49_1_MSS",305670.336,"MSS"
"T49_2_MSS",272590.682,"MSS"
"M42_1_PD",134106.0839,"PD"
"M42_2_PD",13777.07955,"PD"
"M43_1_PD",12147.07928,"PD"
"M43_2_PD",8036.423915,"PD"
"M64_1_PD",189874.0096,"PD"
"M64_2_PD",138059.8139,"PD"
"M1_1_MSS",404887.3942,"MSS"
"M1_2_MSS",442727.4444,"MSS"
"M5_1_MSS",1038699.017,"MSS"
"M5_2_MSS",1044936.965,"MSS"
"T49_1_MSS",673893.7623,"MSS"
"T49_2_MSS",676642.9581,"MSS"
"M42_1_PD",977081.6525,"PD"
"M42_2_PD",1061934.752,"PD"
"M43_1_PD",695100.1172,"PD"
"M43_2_PD",788010.4017,"PD"
"M64_1_PD",1088083.669,"PD"
"M64_2_PD",1150436.235,"PD"
"M1_1_MSS",205381.3313,"MSS"
"M1_2_MSS",204429.322,"MSS"
"M5_1_MSS",154015.1498,"MSS"
"M5_2_MSS",277944.6725,"MSS"
"T49_1_MSS",294545.6554,"MSS"
"T49_2_MSS",208129.4648,"MSS"
"M42_1_PD",155949.7371,"PD"
"M42_2_PD",145434.6863,"PD"
"M43_1_PD",342990.6573,"PD"
"M43_2_PD",337247.4078,"PD"
"M64_1_PD",342064.362,"PD"
"M64_2_PD",268115.0746,"PD"
"M1_1_MSS",2096.629967,"MSS"
"M1_2_MSS",2922.547835,"MSS"
"M5_1_MSS",3550.873103,"MSS"
"M5_2_MSS",5066.361056,"MSS"
"T49_1_MSS",29082.02182,"MSS"
"T49_2_MSS",13410.74571,"MSS"
"M42_1_PD",9127.667342,"PD"
"M42_2_PD",4234.641113,"PD"
"M43_1_PD",369.0990887,"PD"
"M43_2_PD",113.5483397,"PD"
"M64_1_PD",15154.98199,"PD"
"M64_2_PD",9398.873176,"PD"
"M1_1_MSS",38373.00277,"MSS"
"M1_2_MSS",35948.48667,"MSS"
"M5_1_MSS",33644.7561,"MSS"
"M5_2_MSS",32290.19651,"MSS"
"T49_1_MSS",35381.33248,"MSS"
"T49_2_MSS",27814.67555,"MSS"
"M42_1_PD",29408.89927,"PD"
"M42_2_PD",784.1700074,"PD"
"M43_1_PD",5135.349078,"PD"
"M43_2_PD",2866.189604,"PD"
"M64_1_PD",29947.95999,"PD"
"M64_2_PD",20112.9996,"PD"
"M1_1_MSS",84922.98366,"MSS"
"M1_2_MSS",72924.6962,"MSS"
"M5_1_MSS",50457.66443,"MSS"
"M5_2_MSS",84763.93757,"MSS"
"T49_1_MSS",338261.4077,"MSS"
"T49_2_MSS",200603.4771,"MSS"
"M42_1_PD",127064.0183,"PD"
"M42_2_PD",110223.3623,"PD"
"M43_1_PD",296535.4684,"PD"
"M43_2_PD",283188.7415,"PD"
"M64_1_PD",286526.1789,"PD"
"M64_2_PD",223930.4123,"PD"
"M1_1_MSS",39931.31773,"MSS"
"M1_2_MSS",30318.2754,"MSS"
"M5_1_MSS",6210.568174,"MSS"
"M5_2_MSS",26845.26141,"MSS"
"T49_1_MSS",94648.12734,"MSS"
"T49_2_MSS",81455.54949,"MSS"
"M42_1_PD",64019.96956,"PD"
"M42_2_PD",58335.74035,"PD"
"M43_1_PD",47993.06756,"PD"
"M43_2_PD",50649.31699,"PD"
"M64_1_PD",54454.86363,"PD"
"M64_2_PD",53269.9409,"PD"
"M1_1_MSS",822671.7811,"MSS"
"M1_2_MSS",779135.7486,"MSS"
"M5_1_MSS",383300.036,"MSS"
"M5_2_MSS",762276.9452,"MSS"
"T49_1_MSS",1068742.85,"MSS"
"T49_2_MSS",833434.4952,"MSS"
"M42_1_PD",365356.3984,"PD"
"M42_2_PD",69143.69364,"PD"
"M43_1_PD",894647.0861,"PD"
"M43_2_PD",337470.5179,"PD"
"M64_1_PD",246979.4129,"PD"
"M64_2_PD",288703.2915,"PD"
"M1_1_MSS",1288676.462,"MSS"
"M1_2_MSS",1519168.277,"MSS"
"M5_1_MSS",2489927.448,"MSS"
"M5_2_MSS",2752453.299,"MSS"
"T49_1_MSS",1994686.3,"MSS"
"T49_2_MSS",2366346.501,"MSS"
"M42_1_PD",2328119.73,"PD"
"M42_2_PD",85374.91469,"PD"
"M43_1_PD",21454.01729,"PD"
"M43_2_PD",24479.71727,"PD"
"M64_1_PD",3178265.033,"PD"
"M64_2_PD",2688254.558,"PD"
"M1_1_MSS",116189.7099,"MSS"
"M1_2_MSS",136178.3012,"MSS"
"M5_1_MSS",26314.99998,"MSS"
"M5_2_MSS",61834.44159,"MSS"
"T49_1_MSS",7845.708982,"MSS"
"T49_2_MSS",2798.491634,"MSS"
"M42_1_PD",13744.66617,"PD"
"M42_2_PD",5652.822972,"PD"
"M43_1_PD",37732.57411,"PD"
"M43_2_PD",45540.45537,"PD"
"M64_1_PD",13410.84245,"PD"
"M64_2_PD",10400.92747,"PD"
"M1_1_MSS",79420.48307,"MSS"
"M1_2_MSS",110288.209,"MSS"
"M5_1_MSS",30816.41849,"MSS"
"M5_2_MSS",163372.92,"MSS"
"T49_1_MSS",419514.8386,"MSS"
"T49_2_MSS",472738.6824,"MSS"
"M42_1_PD",971837.7903,"PD"
"M42_2_PD",831672.4881,"PD"
"M43_1_PD",198179.2715,"PD"
"M43_2_PD",100467.3874,"PD"
"M64_1_PD",696043.6469,"PD"
"M64_2_PD",700886.1419,"PD"
"M1_1_MSS",2804.819974,"MSS"
"M1_2_MSS",4795.54571,"MSS"
"M5_1_MSS",14234.95007,"MSS"
"M5_2_MSS",21781.01284,"MSS"
"T49_1_MSS",4180.271503,"MSS"
"T49_2_MSS",3108.760035,"MSS"
"M42_1_PD",674.4200576,"PD"
"M42_2_PD",1536.133787,"PD"
"M43_1_PD",75065.48264,"PD"
"M43_2_PD",55462.18145,"PD"
"M64_1_PD",25356.50212,"PD"
"M64_2_PD",20307.27938,"PD"
"M1_1_MSS",2114.605469,"MSS"
"M1_2_MSS",2076.383382,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",3468.585084,"MSS"
"T49_1_MSS",0,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",1637.350746,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",17272.80125,"PD"
"M43_2_PD",15063.01296,"PD"
"M64_1_PD",3028.537095,"PD"
"M64_2_PD",1407.530006,"PD"
"M1_1_MSS",5373.254725,"MSS"
"M1_2_MSS",3376.388376,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",791.0631416,"MSS"
"T49_2_MSS",3408.723411,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",3628.793198,"PD"
"M43_2_PD",7743.269047,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",2060.990363,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",3028.976308,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",3202.158165,"PD"
"M42_2_PD",903427.8853,"PD"
"M43_1_PD",78789.34994,"PD"
"M43_2_PD",246350.0587,"PD"
"M64_1_PD",570.0453125,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",7413.310069,"MSS"
"M1_2_MSS",6080.351767,"MSS"
"M5_1_MSS",1131.930034,"MSS"
"M5_2_MSS",1794.377858,"MSS"
"T49_1_MSS",5051.926763,"MSS"
"T49_2_MSS",1789.574307,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",18555.50189,"PD"
"M43_2_PD",14925.15532,"PD"
"M64_1_PD",4263.69147,"PD"
"M64_2_PD",6146.897706,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",0,"MSS"
"T49_1_MSS",0,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",7070.941116,"PD"
"M43_2_PD",4019.339485,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",64579.80991,"MSS"
"M1_2_MSS",81029.82616,"MSS"
"M5_1_MSS",141595.8418,"MSS"
"M5_2_MSS",143087.0611,"MSS"
"T49_1_MSS",485812.1414,"MSS"
"T49_2_MSS",390762.4355,"MSS"
"M42_1_PD",59845.70025,"PD"
"M42_2_PD",54030.8349,"PD"
"M43_1_PD",10301.54863,"PD"
"M43_2_PD",6178.597935,"PD"
"M64_1_PD",211802.4039,"PD"
"M64_2_PD",151923.7568,"PD"
"M1_1_MSS",103630.4893,"MSS"
"M1_2_MSS",73010.38431,"MSS"
"M5_1_MSS",36406.34782,"MSS"
"M5_2_MSS",59519.89306,"MSS"
"T49_1_MSS",138818.8323,"MSS"
"T49_2_MSS",147419.1535,"MSS"
"M42_1_PD",15089.69744,"PD"
"M42_2_PD",10346.83636,"PD"
"M43_1_PD",80053.12311,"PD"
"M43_2_PD",94661.28783,"PD"
"M64_1_PD",150999.1703,"PD"
"M64_2_PD",185924.9443,"PD"
"M1_1_MSS",62378.74995,"MSS"
"M1_2_MSS",64099.90184,"MSS"
"M5_1_MSS",17157.1145,"MSS"
"M5_2_MSS",12515.64919,"MSS"
"T49_1_MSS",45246.66448,"MSS"
"T49_2_MSS",43880.13399,"MSS"
"M42_1_PD",4418.576448,"PD"
"M42_2_PD",5457.748486,"PD"
"M43_1_PD",144772.8725,"PD"
"M43_2_PD",155225.5114,"PD"
"M64_1_PD",35864.99365,"PD"
"M64_2_PD",33889.46525,"PD"
"M1_1_MSS",5563.625622,"MSS"
"M1_2_MSS",3518.440563,"MSS"
"M5_1_MSS",14737.76868,"MSS"
"M5_2_MSS",9339.626593,"MSS"
"T49_1_MSS",5146.585974,"MSS"
"T49_2_MSS",3500.774183,"MSS"
"M42_1_PD",2805.371812,"PD"
"M42_2_PD",684.8782413,"PD"
"M43_1_PD",99289.98619,"PD"
"M43_2_PD",142682.1813,"PD"
"M64_1_PD",1060.393911,"PD"
"M64_2_PD",1449.885628,"PD"
"M1_1_MSS",18606.44938,"MSS"
"M1_2_MSS",12144.64977,"MSS"
"M5_1_MSS",46504.52704,"MSS"
"M5_2_MSS",49599.51094,"MSS"
"T49_1_MSS",64543.19707,"MSS"
"T49_2_MSS",59679.29512,"MSS"
"M42_1_PD",8887.442185,"PD"
"M42_2_PD",4826.821765,"PD"
"M43_1_PD",47067.72643,"PD"
"M43_2_PD",51226.85253,"PD"
"M64_1_PD",13369.87193,"PD"
"M64_2_PD",18762.4579,"PD"
"M1_1_MSS",151194.2403,"MSS"
"M1_2_MSS",147435.3476,"MSS"
"M5_1_MSS",228025.4001,"MSS"
"M5_2_MSS",277465.732,"MSS"
"T49_1_MSS",308020.5385,"MSS"
"T49_2_MSS",259158.7884,"MSS"
"M42_1_PD",714438.0362,"PD"
"M42_2_PD",553285.6844,"PD"
"M43_1_PD",159105.0451,"PD"
"M43_2_PD",134608.8108,"PD"
"M64_1_PD",438202.1533,"PD"
"M64_2_PD",336914.5261,"PD"
"M1_1_MSS",17861.34874,"MSS"
"M1_2_MSS",17796.07789,"MSS"
"M5_1_MSS",3682.802555,"MSS"
"M5_2_MSS",10725.55735,"MSS"
"T49_1_MSS",7471.439325,"MSS"
"T49_2_MSS",3752.319152,"MSS"
"M42_1_PD",5695.351415,"PD"
"M42_2_PD",1585.528881,"PD"
"M43_1_PD",23254.34097,"PD"
"M43_2_PD",19569.88228,"PD"
"M64_1_PD",4949.134072,"PD"
"M64_2_PD",6359.619885,"PD"
"M1_1_MSS",1314.928772,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",1733.729212,"MSS"
"T49_1_MSS",0,"MSS"
"T49_2_MSS",0,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",2254.399508,"PD"
"M43_2_PD",2183.200095,"PD"
"M64_1_PD",0,"PD"
"M64_2_PD",0,"PD"
"M1_1_MSS",66767.48902,"MSS"
"M1_2_MSS",55085.05748,"MSS"
"M5_1_MSS",37681.94976,"MSS"
"M5_2_MSS",60116.46797,"MSS"
"T49_1_MSS",63094.11231,"MSS"
"T49_2_MSS",47908.22003,"MSS"
"M42_1_PD",79711.98056,"PD"
"M42_2_PD",69027.18109,"PD"
"M43_1_PD",171101.0379,"PD"
"M43_2_PD",208871.4696,"PD"
"M64_1_PD",57182.78939,"PD"
"M64_2_PD",32826.29873,"PD"
"M1_1_MSS",1525.119529,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",1013.626204,"MSS"
"T49_1_MSS",2282.125709,"MSS"
"T49_2_MSS",842.812051,"MSS"
"M42_1_PD",9192.159418,"PD"
"M42_2_PD",3081.015094,"PD"
"M43_1_PD",12265.53121,"PD"
"M43_2_PD",10944.6626,"PD"
"M64_1_PD",8176.397371,"PD"
"M64_2_PD",2246.859109,"PD"
"M1_1_MSS",910.2927362,"MSS"
"M1_2_MSS",1358.777128,"MSS"
"M5_1_MSS",1043.470475,"MSS"
"M5_2_MSS",1422.426914,"MSS"
"T49_1_MSS",3299.80308,"MSS"
"T49_2_MSS",2922.441463,"MSS"
"M42_1_PD",2178.245801,"PD"
"M42_2_PD",5392.569466,"PD"
"M43_1_PD",15836.66805,"PD"
"M43_2_PD",16311.35059,"PD"
"M64_1_PD",12598.27529,"PD"
"M64_2_PD",7811.161354,"PD"
"M1_1_MSS",12414.34437,"MSS"
"M1_2_MSS",8326.360064,"MSS"
"M5_1_MSS",3992.262964,"MSS"
"M5_2_MSS",12026.72119,"MSS"
"T49_1_MSS",8227.177989,"MSS"
"T49_2_MSS",2679.047696,"MSS"
"M42_1_PD",12220.65181,"PD"
"M42_2_PD",5267.597005,"PD"
"M43_1_PD",49165.30865,"PD"
"M43_2_PD",48579.56718,"PD"
"M64_1_PD",16166.41782,"PD"
"M64_2_PD",14004.29521,"PD"
"M1_1_MSS",9937.954854,"MSS"
"M1_2_MSS",4939.126697,"MSS"
"M5_1_MSS",3074.705985,"MSS"
"M5_2_MSS",3003.475314,"MSS"
"T49_1_MSS",1306.24398,"MSS"
"T49_2_MSS",4404.381835,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",1702.747591,"PD"
"M43_1_PD",19135.1019,"PD"
"M43_2_PD",24547.74647,"PD"
"M64_1_PD",3747.261084,"PD"
"M64_2_PD",1393.017669,"PD"
"M1_1_MSS",77261.17977,"MSS"
"M1_2_MSS",66451.08745,"MSS"
"M5_1_MSS",34885.95977,"MSS"
"M5_2_MSS",46444.20893,"MSS"
"T49_1_MSS",132993.227,"MSS"
"T49_2_MSS",106389.9946,"MSS"
"M42_1_PD",26662.04914,"PD"
"M42_2_PD",20703.30253,"PD"
"M43_1_PD",268232.8006,"PD"
"M43_2_PD",281959.2091,"PD"
"M64_1_PD",131249.2573,"PD"
"M64_2_PD",91024.21724,"PD"
"M1_1_MSS",3688.628296,"MSS"
"M1_2_MSS",1148.653693,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",693.1658175,"MSS"
"T49_1_MSS",1001.515329,"MSS"
"T49_2_MSS",592.3417739,"MSS"
"M42_1_PD",2761.835673,"PD"
"M42_2_PD",1414.027448,"PD"
"M43_1_PD",15470.0486,"PD"
"M43_2_PD",15579.85522,"PD"
"M64_1_PD",6087.42299,"PD"
"M64_2_PD",961.978108,"PD"
"M1_1_MSS",1826.692139,"MSS"
"M1_2_MSS",0,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",1788.991396,"MSS"
"T49_1_MSS",4645.556646,"MSS"
"T49_2_MSS",4333.561209,"MSS"
"M42_1_PD",0,"PD"
"M42_2_PD",0,"PD"
"M43_1_PD",19632.50474,"PD"
"M43_2_PD",22287.0352,"PD"
"M64_1_PD",4751.078686,"PD"
"M64_2_PD",3104.475381,"PD"
"M1_1_MSS",0,"MSS"
"M1_2_MSS",2358.921548,"MSS"
"M5_1_MSS",0,"MSS"
"M5_2_MSS",4136.419655,"MSS"
"T49_1_MSS",4083.624809,"MSS"
"T49_2_MSS",2168.145167,"MSS"
"M42_1_PD",6202.089442,"PD"
"M42_2_PD",4451.024124,"PD"
"M43_1_PD",123445.7938,"PD"
"M43_2_PD",141864.3024,"PD"
"M64_1_PD",11040.78056,"PD"
"M64_2_PD",1677.554719,"PD"
"M1_1_MSS",43026.75076,"MSS"
"M1_2_MSS",40623.11717,"MSS"
"M5_1_MSS",25312.9327,"MSS"
"M5_2_MSS",54690.75932,"MSS"
"T49_1_MSS",208829.5338,"MSS"
"T49_2_MSS",187412.7675,"MSS"
"M42_1_PD",887342.2271,"PD"
"M42_2_PD",953512.5076,"PD"
"M43_1_PD",554099.6503,"PD"
"M43_2_PD",639706.9945,"PD"
"M64_1_PD",128813.695,"PD"
"M64_2_PD",104726.7405,"PD"
"M1_1_MSS",85229.19905,"MSS"
"M1_2_MSS",83895.98515,"MSS"
"M5_1_MSS",57493.01231,"MSS"
"M5_2_MSS",59245.48236,"MSS"
"T49_1_MSS",76696.91602,"MSS"
"T49_2_MSS",81442.38812,"MSS"
"M42_1_PD",217272.9466,"PD"
"M42_2_PD",180468.7765,"PD"
"M43_1_PD",393543.255,"PD"
"M43_2_PD",414971.9426,"PD"
"M64_1_PD",23659.86877,"PD"
"M64_2_PD",8913.968527,"PD"
"M1_1_MSS",10299.34133,"MSS"
"M1_2_MSS",20316.35549,"MSS"
"M5_1_MSS",13324.35885,"MSS"
"M5_2_MSS",8174.883808,"MSS"
"T49_1_MSS",16703.89441,"MSS"
"T49_2_MSS",22732.11958,"MSS"
"M42_1_PD",40794.28259,"PD"
"M42_2_PD",75477.74673,"PD"
"M43_1_PD",154302.3263,"PD"
"M43_2_PD",169138.7089,"PD"
"M64_1_PD",74740.52916,"PD"
"M64_2_PD",54239.78604,"PD"
"M1_1_MSS",620994.9954,"MSS"
"M1_2_MSS",522485.8406,"MSS"
"M5_1_MSS",198800.5074,"MSS"
"M5_2_MSS",261893.612,"MSS"
"T49_1_MSS",294118.8566,"MSS"
"T49_2_MSS",285674.0034,"MSS"
"M42_1_PD",536190.6625,"PD"
"M42_2_PD",469603.1508,"PD"
"M43_1_PD",796507.0691,"PD"
"M43_2_PD",1086681.87,"PD"
"M64_1_PD",423994.0371,"PD"
"M64_2_PD",386020.6258,"PD"
"M1_1_MSS",203659.305,"MSS"
"M1_2_MSS",192236.451,"MSS"
"M5_1_MSS",210372.3183,"MSS"
"M5_2_MSS",171114.9516,"MSS"
"T49_1_MSS",58226.08107,"MSS"
"T49_2_MSS",86458.00302,"MSS"
"M42_1_PD",62344.55991,"PD"
"M42_2_PD",53448.28974,"PD"
"M43_1_PD",1013294.542,"PD"
"M43_2_PD",837731.4842,"PD"
"M64_1_PD",212058.1444,"PD"
"M64_2_PD",222536.6713,"PD"
"M1_1_MSS",14269.14248,"MSS"
"M1_2_MSS",15286.2668,"MSS"
"M5_1_MSS",22606.23894,"MSS"
"M5_2_MSS",38031.41843,"MSS"
"T49_1_MSS",99553.4309,"MSS"
"T49_2_MSS",32148.12665,"MSS"
"M42_1_PD",143660.5546,"PD"
"M42_2_PD",75488.03221,"PD"
"M43_1_PD",36357.03244,"PD"
"M43_2_PD",13018.86087,"PD"
"M64_1_PD",47633.84002,"PD"
"M64_2_PD",22505.09639,"PD"
"M1_1_MSS",130862.0399,"MSS"
"M1_2_MSS",177235.4189,"MSS"
"M5_1_MSS",85440.70074,"MSS"
"M5_2_MSS",132850.9311,"MSS"
"T49_1_MSS",145495.32,"MSS"
"T49_2_MSS",127227.8034,"MSS"
"M42_1_PD",43800.52343,"PD"
"M42_2_PD",60971.97826,"PD"
"M43_1_PD",82754.99345,"PD"
